date,store_sales_usd,foot_traffic_count,promotion_active,discount_percentage
2024-11-27,2230.69,1016,0,0.0
2024-11-28,1989.06,817,0,0.0
2024-11-29,1722.69,746,0,0.0
2024-11-30,2061.11,916,1,10.4
2024-12-01,1675.39,725,0,0.0
2024-12-02,1825.21,807,0,0.0
2024-12-03,2071.01,984,0,0.0
2024-12-04,2133.19,938,0,0.0
2024-12-05,2052.96,910,0,0.0
2024-12-06,1642.44,769,0,0.0
2024-12-07,1593.9,660,0,0.0
2024-12-08,1754.98,756,0,0.0
2024-12-09,1819.36,789,0,0.0
2024-12-10,2175.34,981,0,0.0
2024-12-11,2176.92,966,0,0.0
2024-12-12,2040.84,906,0,0.0
2024-12-13,1953.28,852,0,0.0
2024-12-14,1534.62,648,0,0.0
2024-12-15,1793.97,832,0,0.0
2024-12-16,1937.19,858,0,0.0
2024-12-17,2175.95,1004,0,0.0
2024-12-18,2195.38,943,0,0.0
2024-12-19,2190.55,959,0,0.0
2024-12-20,2462.86,1099,1,11.4
2024-12-21,1698.73,759,0,0.0
2024-12-22,1799.16,840,0,0.0
2024-12-23,2019.62,892,0,0.0
2024-12-24,2116.07,982,0,0.0
2024-12-25,2903.14,1321,1,17.5
2024-12-26,2260.08,1013,0,0.0
2024-12-27,1815.95,779,0,0.0
2024-12-28,1695.35,793,0,0.0
2024-12-29,1814.71,780,0,0.0
2024-12-30,2033.73,914,0,0.0
2024-12-31,2332.48,1047,0,0.0
