timestamp,energy_demand_mw,temperature_c,solar_output_mw,is_weekend
2024-04-02 07:00:00,676.68,12.8,77.17,0
2024-04-02 08:00:00,703.7,12.69,149.5,0
2024-04-02 09:00:00,765.04,14.72,163.11,0
2024-04-02 10:00:00,803.55,20.26,209.43,0
2024-04-02 11:00:00,806.07,16.6,264.31,0
2024-04-02 12:00:00,815.39,17.17,255.5,0
2024-04-02 13:00:00,776.96,17.09,286.13,0
2024-04-02 14:00:00,762.01,20.05,244.81,0
2024-04-02 15:00:00,703.26,18.03,185.12,0
2024-04-02 16:00:00,692.7,16.59,112.47,0
2024-04-02 17:00:00,647.17,19.74,66.47,0
2024-04-02 18:00:00,594.14,18.9,0.0,0
2024-04-02 19:00:00,568.49,13.65,0.0,0
2024-04-02 20:00:00,558.41,9.83,0.0,0
2024-04-02 21:00:00,456.37,14.28,0.0,0
2024-04-02 22:00:00,513.44,9.69,0.0,0
2024-04-02 23:00:00,452.69,11.6,0.0,0
2024-04-03 00:00:00,500.71,5.49,0.0,0
2024-04-03 01:00:00,440.94,10.72,0.0,0
2024-04-03 02:00:00,490.08,6.34,0.0,0
2024-04-03 03:00:00,547.32,10.4,0.0,0
2024-04-03 04:00:00,579.25,9.46,0.0,0
2024-04-03 05:00:00,584.44,8.32,0.0,0
2024-04-03 06:00:00,674.58,10.45,0.0,0
2024-04-03 07:00:00,696.4,13.84,67.37,0
2024-04-03 08:00:00,723.36,13.98,122.15,0
2024-04-03 09:00:00,779.11,16.23,154.89,0
2024-04-03 10:00:00,780.79,20.22,234.06,0
2024-04-03 11:00:00,776.06,14.17,215.89,0
2024-04-03 12:00:00,822.41,21.33,291.59,0
2024-04-03 13:00:00,787.33,18.8,286.14,0
2024-04-03 14:00:00,748.46,16.97,220.52,0
2024-04-03 15:00:00,756.43,15.93,208.34,0
2024-04-03 16:00:00,641.15,17.72,132.34,0
2024-04-03 17:00:00,667.95,19.14,56.76,0
2024-04-03 18:00:00,577.96,16.01,0.0,0
2024-04-03 19:00:00,504.41,18.08,0.0,0
2024-04-03 20:00:00,548.54,10.86,0.0,0
2024-04-03 21:00:00,504.95,12.45,0.0,0
2024-04-03 22:00:00,503.3,8.76,0.0,0
2024-04-03 23:00:00,438.69,10.96,0.0,0
2024-04-04 00:00:00,433.22,11.41,0.0,0
2024-04-04 01:00:00,455.51,8.3,0.0,0
2024-04-04 02:00:00,543.57,3.76,0.0,0
2024-04-04 03:00:00,550.08,9.54,0.0,0
2024-04-04 04:00:00,554.77,10.51,0.0,0
2024-04-04 05:00:00,617.3,11.24,0.0,0
2024-04-04 06:00:00,656.98,13.94,0.0,0
2024-04-04 07:00:00,691.73,10.53,60.27,0
2024-04-04 08:00:00,702.04,15.33,127.75,0
2024-04-04 09:00:00,779.22,17.65,203.99,0
2024-04-04 10:00:00,840.19,12.91,215.39,0
2024-04-04 11:00:00,732.81,18.14,246.99,0
2024-04-04 12:00:00,796.77,17.29,253.39,0
2024-04-04 13:00:00,779.56,18.64,213.37,0
2024-04-04 14:00:00,790.51,19.66,190.06,0
2024-04-04 15:00:00,704.55,17.82,183.27,0
2024-04-04 16:00:00,669.53,16.95,129.49,0
2024-04-04 17:00:00,619.13,17.57,65.65,0
2024-04-04 18:00:00,602.76,14.29,0.0,0
2024-04-04 19:00:00,597.7,13.09,0.0,0
2024-04-04 20:00:00,477.19,15.33,0.0,0
2024-04-04 21:00:00,499.24,10.38,0.0,0
2024-04-04 22:00:00,414.05,12.8,0.0,0
2024-04-04 23:00:00,478.41,11.36,0.0,0
2024-04-05 00:00:00,527.84,6.39,0.0,0
2024-04-05 01:00:00,478.74,7.99,0.0,0
2024-04-05 02:00:00,463.71,11.56,0.0,0
2024-04-05 03:00:00,556.08,7.38,0.0,0
2024-04-05 04:00:00,607.7,8.92,0.0,0
2024-04-05 05:00:00,602.82,11.56,0.0,0
2024-04-05 06:00:00,610.14,13.24,0.0,0
2024-04-05 07:00:00,647.52,12.38,58.66,0
2024-04-05 08:00:00,702.32,12.98,134.52,0
2024-04-05 09:00:00,726.39,18.31,153.99,0
2024-04-05 10:00:00,758.35,20.15,247.77,0
2024-04-05 11:00:00,794.74,19.67,284.83,0
2024-04-05 12:00:00,772.93,18.68,256.59,0
2024-04-05 13:00:00,752.85,17.39,273.34,0
2024-04-05 14:00:00,728.64,17.51,186.74,0
2024-04-05 15:00:00,780.98,20.05,211.48,0
2024-04-05 16:00:00,715.64,19.34,131.43,0
2024-04-05 17:00:00,700.16,20.51,56.06,0
2024-04-05 18:00:00,593.74,17.98,0.0,0
2024-04-05 19:00:00,572.86,12.46,0.0,0
2024-04-05 20:00:00,530.3,16.28,0.0,0
2024-04-05 21:00:00,508.9,10.88,0.0,0
2024-04-05 22:00:00,483.25,10.91,0.0,0
2024-04-05 23:00:00,454.35,11.14,0.0,0
2024-04-06 00:00:00,225.91,14.04,0.0,1
2024-04-06 01:00:00,329.22,15.77,0.0,1
2024-04-06 02:00:00,373.13,10.59,0.0,1
2024-04-06 03:00:00,414.97,9.18,0.0,1
2024-04-06 04:00:00,427.26,11.12,0.0,1
2024-04-06 05:00:00,466.11,12.62,0.0,1
2024-04-06 06:00:00,512.67,11.24,0.0,1
2024-04-06 07:00:00,540.41,16.68,57.98,1
2024-04-06 08:00:00,558.91,14.84,117.75,1
2024-04-06 09:00:00,619.37,16.67,205.74,1
2024-04-06 10:00:00,649.37,18.21,211.13,1
2024-04-06 11:00:00,655.82,18.76,279.95,1
2024-04-06 12:00:00,693.16,20.39,277.05,1
2024-04-06 13:00:00,628.64,17.98,274.31,1
2024-04-06 14:00:00,611.7,18.26,246.32,1
2024-04-06 15:00:00,617.24,17.01,172.9,1
2024-04-06 16:00:00,592.86,19.59,124.64,1
2024-04-06 17:00:00,479.64,19.47,73.55,1
2024-04-06 18:00:00,475.09,17.8,0.0,1
2024-04-06 19:00:00,404.9,19.02,0.0,1
2024-04-06 20:00:00,391.48,14.37,0.0,1
2024-04-06 21:00:00,320.85,14.42,0.0,1
2024-04-06 22:00:00,348.53,9.7,0.0,1
2024-04-06 23:00:00,370.26,10.07,0.0,1
2024-04-07 00:00:00,324.34,11.65,0.0,1
2024-04-07 01:00:00,322.69,11.46,0.0,1
2024-04-07 02:00:00,373.89,9.0,0.0,1
2024-04-07 03:00:00,414.66,9.61,0.0,1
2024-04-07 04:00:00,478.8,7.22,0.0,1
2024-04-07 05:00:00,482.98,10.34,0.0,1
2024-04-07 06:00:00,528.64,13.87,0.0,1
2024-04-07 07:00:00,571.59,14.44,57.52,1
2024-04-07 08:00:00,594.45,15.59,148.68,1
2024-04-07 09:00:00,622.98,15.98,184.15,1
2024-04-07 10:00:00,658.62,17.1,219.98,1
2024-04-07 11:00:00,673.02,16.8,237.01,1
2024-04-07 12:00:00,709.67,20.32,275.15,1
2024-04-07 13:00:00,698.26,20.26,252.62,1
2024-04-07 14:00:00,633.46,20.57,222.04,1
2024-04-07 15:00:00,577.92,18.36,168.42,1
2024-04-07 16:00:00,576.36,14.61,115.19,1
2024-04-07 17:00:00,559.34,20.32,60.46,1
2024-04-07 18:00:00,439.3,16.13,0.0,1
2024-04-07 19:00:00,456.55,14.16,0.0,1
2024-04-07 20:00:00,389.32,15.97,0.0,1
2024-04-07 21:00:00,402.55,12.51,0.0,1
2024-04-07 22:00:00,329.23,14.21,0.0,1
2024-04-07 23:00:00,290.38,12.29,0.0,1
2024-04-08 00:00:00,417.71,11.83,0.0,0
2024-04-08 01:00:00,464.94,7.23,0.0,0
2024-04-08 02:00:00,451.17,12.22,0.0,0
2024-04-08 03:00:00,509.14,10.49,0.0,0
2024-04-08 04:00:00,533.61,9.72,0.0,0
2024-04-08 05:00:00,629.55,11.54,0.0,0
2024-04-08 06:00:00,639.46,8.74,0.0,0
2024-04-08 07:00:00,702.25,14.32,75.11,0
2024-04-08 08:00:00,762.28,12.73,119.21,0
2024-04-08 09:00:00,790.06,13.38,203.03,0
2024-04-08 10:00:00,773.37,14.25,207.77,0
2024-04-08 11:00:00,807.29,20.55,233.45,0
2024-04-08 12:00:00,749.41,17.87,227.08,0
2024-04-08 13:00:00,842.86,22.69,277.65,0
2024-04-08 14:00:00,758.58,18.72,198.74,0
2024-04-08 15:00:00,729.1,16.21,148.54,0
2024-04-08 16:00:00,660.5,16.89,111.7,0
2024-04-08 17:00:00,597.83,20.8,60.13,0
2024-04-08 18:00:00,564.22,16.98,0.0,0
2024-04-08 19:00:00,586.15,14.99,0.0,0
2024-04-08 20:00:00,498.79,15.11,0.0,0
2024-04-08 21:00:00,469.31,14.5,0.0,0
2024-04-08 22:00:00,457.9,14.53,0.0,0
2024-04-08 23:00:00,470.41,14.16,0.0,0
2024-04-09 00:00:00,493.62,9.95,0.0,0
2024-04-09 01:00:00,467.32,7.52,0.0,0
2024-04-09 02:00:00,446.5,9.17,0.0,0
2024-04-09 03:00:00,570.66,10.69,0.0,0
2024-04-09 04:00:00,629.3,8.74,0.0,0
2024-04-09 05:00:00,617.45,9.55,0.0,0
2024-04-09 06:00:00,596.36,13.19,0.0,0
2024-04-09 07:00:00,699.76,13.61,58.81,0
2024-04-09 08:00:00,706.64,15.07,125.58,0
2024-04-09 09:00:00,750.83,14.78,211.51,0
2024-04-09 10:00:00,785.17,17.04,223.19,0
2024-04-09 11:00:00,794.67,16.69,264.44,0
2024-04-09 12:00:00,781.46,21.11,257.02,0
2024-04-09 13:00:00,804.07,21.9,254.6,0
2024-04-09 14:00:00,786.66,16.31,187.17,0
2024-04-09 15:00:00,734.47,17.97,209.51,0
2024-04-09 16:00:00,703.18,16.34,119.24,0
2024-04-09 17:00:00,662.74,17.24,57.82,0
2024-04-09 18:00:00,577.63,17.33,0.0,0
2024-04-09 19:00:00,578.75,13.39,0.0,0
2024-04-09 20:00:00,444.05,13.16,0.0,0
2024-04-09 21:00:00,490.36,11.7,0.0,0
2024-04-09 22:00:00,476.75,12.91,0.0,0
2024-04-09 23:00:00,441.02,11.6,0.0,0
2024-04-10 00:00:00,454.02,9.43,0.0,0
2024-04-10 01:00:00,433.47,10.73,0.0,0
2024-04-10 02:00:00,520.75,9.11,0.0,0
2024-04-10 03:00:00,533.96,9.83,0.0,0
2024-04-10 04:00:00,538.4,14.22,0.0,0
2024-04-10 05:00:00,521.56,14.35,0.0,0
2024-04-10 06:00:00,654.92,10.11,0.0,0
2024-04-10 07:00:00,649.04,15.57,72.04,0
2024-04-10 08:00:00,684.69,16.83,144.23,0
2024-04-10 09:00:00,743.98,14.2,163.99,0
2024-04-10 10:00:00,757.99,19.34,205.97,0
2024-04-10 11:00:00,832.6,21.82,236.76,0
2024-04-10 12:00:00,739.26,17.29,296.32,0
2024-04-10 13:00:00,819.63,18.2,223.46,0
2024-04-10 14:00:00,807.72,22.24,209.78,0
2024-04-10 15:00:00,746.15,20.58,150.79,0
2024-04-10 16:00:00,729.07,20.64,123.58,0
2024-04-10 17:00:00,609.7,19.42,70.57,0
2024-04-10 18:00:00,568.26,18.49,0.0,0
2024-04-10 19:00:00,566.73,13.85,0.0,0
2024-04-10 20:00:00,521.13,17.3,0.0,0
2024-04-10 21:00:00,454.9,16.25,0.0,0
2024-04-10 22:00:00,475.57,12.25,0.0,0
2024-04-10 23:00:00,436.24,11.58,0.0,0
2024-04-11 00:00:00,491.97,8.02,0.0,0
2024-04-11 01:00:00,492.63,11.61,0.0,0
2024-04-11 02:00:00,496.11,11.56,0.0,0
2024-04-11 03:00:00,511.95,10.46,0.0,0
2024-04-11 04:00:00,543.57,13.33,0.0,0
2024-04-11 05:00:00,610.58,11.21,0.0,0
2024-04-11 06:00:00,632.24,14.04,0.0,0
2024-04-11 07:00:00,718.77,12.08,57.37,0
2024-04-11 08:00:00,733.96,15.37,141.78,0
2024-04-11 09:00:00,734.66,16.36,168.45,0
2024-04-11 10:00:00,772.89,18.36,232.33,0
2024-04-11 11:00:00,765.7,18.21,204.54,0
2024-04-11 12:00:00,771.72,19.48,273.1,0
2024-04-11 13:00:00,805.39,21.89,289.15,0
2024-04-11 14:00:00,766.69,19.54,219.62,0
2024-04-11 15:00:00,689.59,17.03,202.54,0
2024-04-11 16:00:00,753.93,23.24,148.0,0
2024-04-11 17:00:00,599.69,21.71,61.38,0
2024-04-11 18:00:00,674.59,15.33,0.0,0
2024-04-11 19:00:00,566.65,18.09,0.0,0
2024-04-11 20:00:00,509.41,14.41,0.0,0
2024-04-11 21:00:00,472.36,14.65,0.0,0
2024-04-11 22:00:00,459.36,13.5,0.0,0
2024-04-11 23:00:00,438.0,11.41,0.0,0
2024-04-12 00:00:00,467.6,9.72,0.0,0
2024-04-12 01:00:00,469.13,9.41,0.0,0
2024-04-12 02:00:00,496.57,8.79,0.0,0
2024-04-12 03:00:00,531.86,9.13,0.0,0
2024-04-12 04:00:00,515.62,11.15,0.0,0
2024-04-12 05:00:00,602.71,10.65,0.0,0
2024-04-12 06:00:00,619.26,14.48,0.0,0
2024-04-12 07:00:00,641.99,17.3,73.86,0
2024-04-12 08:00:00,710.02,14.46,138.68,0
2024-04-12 09:00:00,755.95,17.39,198.47,0
2024-04-12 10:00:00,755.55,19.12,202.78,0
2024-04-12 11:00:00,799.85,20.1,248.89,0
2024-04-12 12:00:00,833.44,20.1,236.22,0
2024-04-12 13:00:00,810.54,21.93,253.59,0
2024-04-12 14:00:00,794.4,21.58,190.46,0
2024-04-12 15:00:00,719.28,17.97,149.54,0
2024-04-12 16:00:00,747.81,21.69,119.86,0
2024-04-12 17:00:00,654.61,20.93,57.52,0
2024-04-12 18:00:00,626.16,16.59,0.0,0
2024-04-12 19:00:00,535.76,16.99,0.0,0
2024-04-12 20:00:00,468.66,16.99,0.0,0
2024-04-12 21:00:00,496.5,13.91,0.0,0
2024-04-12 22:00:00,426.53,15.26,0.0,0
2024-04-12 23:00:00,414.22,16.81,0.0,0
2024-04-13 00:00:00,272.54,9.92,0.0,1
2024-04-13 01:00:00,364.61,8.23,0.0,1
2024-04-13 02:00:00,340.98,11.43,0.0,1
2024-04-13 03:00:00,347.61,12.44,0.0,1
2024-04-13 04:00:00,415.84,11.03,0.0,1
2024-04-13 05:00:00,421.93,15.2,0.0,1
2024-04-13 06:00:00,532.32,10.65,0.0,1
2024-04-13 07:00:00,498.41,15.92,68.64,1
2024-04-13 08:00:00,601.77,14.61,110.19,1
2024-04-13 09:00:00,661.16,20.56,157.8,1
2024-04-13 10:00:00,683.33,22.31,213.13,1
2024-04-13 11:00:00,675.14,17.83,266.05,1
2024-04-13 12:00:00,697.92,19.06,257.21,1
2024-04-13 13:00:00,727.84,22.37,254.28,1
2024-04-13 14:00:00,700.47,20.05,232.25,1
2024-04-13 15:00:00,614.58,20.56,205.59,1
2024-04-13 16:00:00,564.1,20.21,125.56,1
2024-04-13 17:00:00,556.14,15.52,70.61,1
2024-04-13 18:00:00,480.68,18.3,0.0,1
2024-04-13 19:00:00,450.23,15.74,0.0,1
2024-04-13 20:00:00,438.84,14.84,0.0,1
2024-04-13 21:00:00,324.68,17.42,0.0,1
2024-04-13 22:00:00,369.33,10.81,0.0,1
2024-04-13 23:00:00,283.15,13.92,0.0,1
2024-04-14 00:00:00,381.95,11.14,0.0,1
2024-04-14 01:00:00,331.98,10.64,0.0,1
2024-04-14 02:00:00,332.97,12.61,0.0,1
2024-04-14 03:00:00,371.1,11.88,0.0,1
2024-04-14 04:00:00,395.46,12.84,0.0,1
2024-04-14 05:00:00,425.68,14.43,0.0,1
2024-04-14 06:00:00,498.22,12.87,0.0,1
2024-04-14 07:00:00,522.5,13.51,59.8,1
2024-04-14 08:00:00,581.76,13.86,124.24,1
2024-04-14 09:00:00,673.4,15.67,155.32,1
2024-04-14 10:00:00,715.89,24.43,238.22,1
2024-04-14 11:00:00,716.89,22.06,268.73,1
2024-04-14 12:00:00,692.84,17.66,221.74,1
2024-04-14 13:00:00,701.19,18.22,235.41,1
2024-04-14 14:00:00,628.87,21.99,259.69,1
2024-04-14 15:00:00,610.22,21.96,189.66,1
2024-04-14 16:00:00,574.49,21.46,111.4,1
2024-04-14 17:00:00,510.59,19.06,77.01,1
2024-04-14 18:00:00,455.29,18.28,0.0,1
2024-04-14 19:00:00,397.25,17.98,0.0,1
2024-04-14 20:00:00,383.46,16.2,0.0,1
2024-04-14 21:00:00,396.48,10.3,0.0,1
2024-04-14 22:00:00,318.01,13.07,0.0,1
2024-04-14 23:00:00,284.5,10.79,0.0,1
2024-04-15 00:00:00,412.61,12.26,0.0,0
2024-04-15 01:00:00,379.31,17.38,0.0,0
2024-04-15 02:00:00,460.9,11.97,0.0,0
2024-04-15 03:00:00,482.54,10.78,0.0,0
2024-04-15 04:00:00,510.23,13.75,0.0,0
2024-04-15 05:00:00,543.3,13.67,0.0,0
2024-04-15 06:00:00,611.09,14.58,0.0,0
2024-04-15 07:00:00,623.38,16.16,65.54,0
2024-04-15 08:00:00,682.27,20.35,124.01,0
2024-04-15 09:00:00,716.02,15.27,164.88,0
2024-04-15 10:00:00,766.2,19.68,241.5,0
2024-04-15 11:00:00,752.33,17.92,264.28,0
2024-04-15 12:00:00,839.44,21.68,248.74,0
2024-04-15 13:00:00,795.62,19.23,204.31,0
2024-04-15 14:00:00,775.48,20.4,242.86,0
2024-04-15 15:00:00,726.24,20.48,149.39,0
2024-04-15 16:00:00,734.69,22.52,117.85,0
2024-04-15 17:00:00,685.12,21.61,58.4,0
2024-04-15 18:00:00,601.12,16.24,0.0,0
2024-04-15 19:00:00,571.93,17.64,0.0,0
2024-04-15 20:00:00,523.32,14.82,0.0,0
2024-04-15 21:00:00,517.17,12.43,0.0,0
2024-04-15 22:00:00,457.11,13.3,0.0,0
2024-04-15 23:00:00,462.87,12.08,0.0,0
2024-04-16 00:00:00,370.43,16.96,0.0,0
2024-04-16 01:00:00,430.58,12.48,0.0,0
2024-04-16 02:00:00,508.67,8.69,0.0,0
2024-04-16 03:00:00,522.31,10.48,0.0,0
2024-04-16 04:00:00,531.15,14.15,0.0,0
2024-04-16 05:00:00,564.92,17.08,0.0,0
2024-04-16 06:00:00,616.68,10.77,0.0,0
2024-04-16 07:00:00,673.53,11.39,75.16,0
2024-04-16 08:00:00,707.57,20.18,139.66,0
2024-04-16 09:00:00,708.46,18.51,211.59,0
2024-04-16 10:00:00,845.6,17.2,184.33,0
2024-04-16 11:00:00,816.54,21.05,238.3,0
2024-04-16 12:00:00,803.04,15.5,235.21,0
2024-04-16 13:00:00,793.08,21.28,233.15,0
2024-04-16 14:00:00,782.17,22.1,248.56,0
2024-04-16 15:00:00,773.37,23.12,174.27,0
2024-04-16 16:00:00,690.24,18.74,144.09,0
2024-04-16 17:00:00,641.83,20.15,68.3,0
2024-04-16 18:00:00,582.26,17.09,0.0,0
2024-04-16 19:00:00,564.31,18.25,0.0,0
2024-04-16 20:00:00,548.1,14.65,0.0,0
2024-04-16 21:00:00,481.57,14.33,0.0,0
2024-04-16 22:00:00,433.76,11.95,0.0,0
2024-04-16 23:00:00,438.19,14.21,0.0,0
2024-04-17 00:00:00,458.53,14.03,0.0,0
2024-04-17 01:00:00,487.59,11.35,0.0,0
2024-04-17 02:00:00,487.93,11.72,0.0,0
2024-04-17 03:00:00,564.95,8.92,0.0,0
2024-04-17 04:00:00,544.17,11.72,0.0,0
2024-04-17 05:00:00,593.84,13.01,0.0,0
2024-04-17 06:00:00,576.86,19.39,0.0,0
2024-04-17 07:00:00,687.79,13.13,72.14,0
2024-04-17 08:00:00,728.98,19.57,121.97,0
2024-04-17 09:00:00,726.03,19.93,204.79,0
2024-04-17 10:00:00,748.74,19.71,249.89,0
2024-04-17 11:00:00,832.61,23.7,283.53,0
2024-04-17 12:00:00,811.54,21.72,237.58,0
2024-04-17 13:00:00,831.96,22.25,246.83,0
2024-04-17 14:00:00,777.27,21.54,211.66,0
2024-04-17 15:00:00,823.61,23.92,156.17,0
2024-04-17 16:00:00,699.45,23.17,116.69,0
2024-04-17 17:00:00,672.41,18.93,66.89,0
2024-04-17 18:00:00,575.8,16.51,0.0,0
2024-04-17 19:00:00,487.99,17.53,0.0,0
2024-04-17 20:00:00,515.49,15.05,0.0,0
2024-04-17 21:00:00,459.96,15.23,0.0,0
2024-04-17 22:00:00,392.84,16.62,0.0,0
2024-04-17 23:00:00,402.82,12.2,0.0,0
2024-04-18 00:00:00,435.44,12.43,0.0,0
2024-04-18 01:00:00,469.84,12.14,0.0,0
2024-04-18 02:00:00,465.95,13.55,0.0,0
2024-04-18 03:00:00,544.73,7.53,0.0,0
2024-04-18 04:00:00,558.9,11.31,0.0,0
2024-04-18 05:00:00,570.18,13.74,0.0,0
2024-04-18 06:00:00,556.75,16.75,0.0,0
2024-04-18 07:00:00,630.52,14.57,68.71,0
2024-04-18 08:00:00,723.95,13.1,137.93,0
2024-04-18 09:00:00,731.24,19.38,159.91,0
2024-04-18 10:00:00,775.28,18.08,203.3,0
2024-04-18 11:00:00,792.18,18.01,214.04,0
2024-04-18 12:00:00,814.45,19.93,284.7,0
2024-04-18 13:00:00,799.29,21.31,283.38,0
2024-04-18 14:00:00,745.1,20.64,250.5,0
2024-04-18 15:00:00,739.03,17.27,201.88,0
2024-04-18 16:00:00,742.88,22.97,126.01,0
2024-04-18 17:00:00,621.41,22.94,55.03,0
2024-04-18 18:00:00,585.68,20.65,0.0,0
2024-04-18 19:00:00,532.27,15.87,0.0,0
2024-04-18 20:00:00,498.48,16.45,0.0,0
2024-04-18 21:00:00,443.06,15.54,0.0,0
2024-04-18 22:00:00,430.36,15.55,0.0,0
2024-04-18 23:00:00,415.04,14.65,0.0,0
2024-04-19 00:00:00,443.46,11.26,0.0,0
2024-04-19 01:00:00,425.02,12.39,0.0,0
2024-04-19 02:00:00,441.13,12.97,0.0,0
2024-04-19 03:00:00,440.21,15.14,0.0,0
2024-04-19 04:00:00,528.17,14.13,0.0,0
2024-04-19 05:00:00,571.55,15.1,0.0,0
2024-04-19 06:00:00,593.52,14.72,0.0,0
2024-04-19 07:00:00,675.59,18.58,54.94,0
2024-04-19 08:00:00,673.4,17.87,122.71,0
2024-04-19 09:00:00,773.42,16.63,166.22,0
2024-04-19 10:00:00,780.76,22.36,252.95,0
2024-04-19 11:00:00,762.38,21.99,235.2,0
2024-04-19 12:00:00,815.04,20.5,259.15,0
2024-04-19 13:00:00,808.65,20.92,212.77,0
2024-04-19 14:00:00,800.54,22.65,229.55,0
2024-04-19 15:00:00,753.47,22.81,168.89,0
2024-04-19 16:00:00,716.92,21.78,139.73,0
2024-04-19 17:00:00,651.11,21.21,71.6,0
2024-04-19 18:00:00,621.98,22.95,0.0,0
2024-04-19 19:00:00,574.19,20.49,0.0,0
2024-04-19 20:00:00,490.25,17.44,0.0,0
2024-04-19 21:00:00,457.4,17.64,0.0,0
2024-04-19 22:00:00,456.11,12.49,0.0,0
2024-04-19 23:00:00,415.12,14.31,0.0,0
2024-04-20 00:00:00,245.71,16.55,0.0,1
2024-04-20 01:00:00,317.65,11.99,0.0,1
2024-04-20 02:00:00,278.15,10.56,0.0,1
2024-04-20 03:00:00,372.59,11.12,0.0,1
2024-04-20 04:00:00,430.48,10.75,0.0,1
2024-04-20 05:00:00,480.81,12.15,0.0,1
2024-04-20 06:00:00,493.12,14.02,0.0,1
2024-04-20 07:00:00,568.94,13.15,70.96,1
2024-04-20 08:00:00,512.62,17.29,120.17,1
2024-04-20 09:00:00,623.56,20.36,180.16,1
2024-04-20 10:00:00,591.8,17.94,233.72,1
2024-04-20 11:00:00,681.29,23.83,217.93,1
2024-04-20 12:00:00,701.41,22.61,234.51,1
2024-04-20 13:00:00,746.57,24.15,255.56,1
2024-04-20 14:00:00,671.9,20.94,193.74,1
2024-04-20 15:00:00,659.84,23.8,153.57,1
2024-04-20 16:00:00,573.55,19.4,125.84,1
2024-04-20 17:00:00,539.66,22.57,72.64,1
2024-04-20 18:00:00,467.41,20.1,0.0,1
2024-04-20 19:00:00,435.5,19.66,0.0,1
2024-04-20 20:00:00,356.31,14.91,0.0,1
2024-04-20 21:00:00,371.68,14.17,0.0,1
2024-04-20 22:00:00,297.57,15.95,0.0,1
2024-04-20 23:00:00,349.2,11.82,0.0,1
2024-04-21 00:00:00,323.47,14.06,0.0,1
2024-04-21 01:00:00,306.03,9.9,0.0,1
2024-04-21 02:00:00,310.7,14.16,0.0,1
2024-04-21 03:00:00,375.54,10.16,0.0,1
2024-04-21 04:00:00,352.34,14.23,0.0,1
2024-04-21 05:00:00,410.67,15.18,0.0,1
2024-04-21 06:00:00,565.37,13.57,0.0,1
2024-04-21 07:00:00,533.71,17.33,76.45,1
2024-04-21 08:00:00,608.13,17.98,140.05,1
2024-04-21 09:00:00,625.39,17.68,196.55,1
2024-04-21 10:00:00,615.23,17.94,233.47,1
2024-04-21 11:00:00,652.94,17.07,285.99,1
2024-04-21 12:00:00,719.6,22.49,218.56,1
2024-04-21 13:00:00,675.72,19.16,244.96,1
2024-04-21 14:00:00,665.27,22.65,207.51,1
2024-04-21 15:00:00,601.29,21.76,207.86,1
2024-04-21 16:00:00,693.67,23.15,147.56,1
2024-04-21 17:00:00,532.15,20.39,63.98,1
2024-04-21 18:00:00,464.86,19.3,0.0,1
2024-04-21 19:00:00,433.24,20.22,0.0,1
2024-04-21 20:00:00,355.23,18.13,0.0,1
2024-04-21 21:00:00,333.67,16.8,0.0,1
2024-04-21 22:00:00,339.99,15.9,0.0,1
2024-04-21 23:00:00,335.17,10.85,0.0,1
2024-04-22 00:00:00,382.49,14.84,0.0,0
2024-04-22 01:00:00,422.21,14.06,0.0,0
2024-04-22 02:00:00,468.91,10.63,0.0,0
2024-04-22 03:00:00,530.74,12.34,0.0,0
2024-04-22 04:00:00,556.75,13.25,0.0,0
2024-04-22 05:00:00,572.36,13.86,0.0,0
2024-04-22 06:00:00,569.74,15.83,0.0,0
2024-04-22 07:00:00,613.42,19.23,71.13,0
2024-04-22 08:00:00,698.63,19.82,125.81,0
2024-04-22 09:00:00,746.52,16.33,167.69,0
2024-04-22 10:00:00,777.89,21.41,210.65,0
2024-04-22 11:00:00,819.73,23.85,207.92,0
2024-04-22 12:00:00,812.83,22.77,228.4,0
2024-04-22 13:00:00,839.33,24.67,241.35,0
2024-04-22 14:00:00,780.49,26.69,243.07,0
2024-04-22 15:00:00,759.27,24.54,183.44,0
2024-04-22 16:00:00,709.22,22.49,118.8,0
2024-04-22 17:00:00,714.82,23.29,58.13,0
2024-04-22 18:00:00,584.17,20.45,0.0,0
2024-04-22 19:00:00,542.78,19.0,0.0,0
2024-04-22 20:00:00,496.08,16.96,0.0,0
2024-04-22 21:00:00,485.97,19.49,0.0,0
2024-04-22 22:00:00,483.12,13.52,0.0,0
2024-04-22 23:00:00,393.47,17.19,0.0,0
2024-04-23 00:00:00,402.8,14.53,0.0,0
2024-04-23 01:00:00,447.88,10.23,0.0,0
2024-04-23 02:00:00,444.79,13.6,0.0,0
2024-04-23 03:00:00,519.4,8.83,0.0,0
2024-04-23 04:00:00,526.01,14.78,0.0,0
2024-04-23 05:00:00,557.77,16.1,0.0,0
2024-04-23 06:00:00,633.02,14.18,0.0,0
2024-04-23 07:00:00,675.09,16.82,71.18,0
2024-04-23 08:00:00,764.28,21.77,107.12,0
2024-04-23 09:00:00,725.99,18.14,206.63,0
2024-04-23 10:00:00,783.14,18.24,186.63,0
2024-04-23 11:00:00,828.0,24.36,262.72,0
2024-04-23 12:00:00,890.8,26.12,253.86,0
2024-04-23 13:00:00,846.71,22.7,280.32,0
2024-04-23 14:00:00,847.27,24.89,254.28,0
2024-04-23 15:00:00,797.52,25.37,184.8,0
2024-04-23 16:00:00,690.36,20.71,116.62,0
2024-04-23 17:00:00,621.17,20.43,71.37,0
2024-04-23 18:00:00,627.24,22.82,0.0,0
2024-04-23 19:00:00,611.82,22.53,0.0,0
